Date,Time,Away Team,Home Team,Channel
11/27/2025,1:00 PM,Oregon,Old Dominion,FloHoops
11/27/2025,1:00 PM,Air Force,Florida Atlantic,ESPN+
11/27/2025,1:30 PM,UCF,Wake Forest,FloHoops
11/27/2025,2:30 PM,Wake Forest,UCF,FloSports
11/27/2025,4:00 PM,North Texas,Texas Tech,TV data unavailable
11/27/2025,4:00 PM,NC State,Green Bay,TV data unavailable
11/27/2025,4:00 PM,Maryland,Hofstra,FloHoops
11/27/2025,6:30 PM,UAB,Southern Miss,TV data unavailable
11/27/2025,6:30 PM,Virginia Tech,BYU,TV data unavailable
11/27/2025,9:00 PM,TCU,Richmond,TV data unavailable
11/28/2025,12:00 PM,Illinois State,Wake Forest,FloHoops
11/28/2025,12:00 PM,Saint Francis (PA),Iona,ESPN+
11/28/2025,12:30 PM,Little Rock,Arizona State,ESPN+
11/28/2025,1:00 PM,Wright State,Florida Atlantic,TV data unavailable
11/28/2025,1:00 PM,Valparaiso,Cleveland State,ESPN+
11/28/2025,1:00 PM,Wright State,Florida Atlantic,ESPN+
11/28/2025,2:30 PM,East Carolina,Hofstra,TV data unavailable
11/28/2025,2:30 PM,Miami,George Washington,TV data unavailable
11/28/2025,2:30 PM,Houston,Arkansas State,TV data unavailable
11/28/2025,2:30 PM,Indiana,Gonzaga,FloHoops
11/28/2025,2:30 PM,Bethune-Cookman,North Florida,ESPN+
11/28/2025,2:30 PM,Seattle U,Presbyterian,ESPN+
11/28/2025,3:00 PM,Mercer,Charleston Southern,ESPN+
11/28/2025,3:00 PM,Brown,Bucknell,ESPN+
11/28/2025,3:30 PM,UIC,Maine,ESPN+
11/28/2025,4:00 PM,UC Santa Barbara,California Baptist,ESPN+
11/28/2025,4:00 PM,Rice,UCF,FloHoops
11/28/2025,5:00 PM,Florida State,Missouri State,TV data unavailable
11/28/2025,5:00 PM,NC State,Southern Miss,TV data unavailable
11/28/2025,5:00 PM,Clemson,Western Carolina,TV data unavailable
11/28/2025,5:00 PM,Wisconsin,Ole Miss,TV data unavailable
11/28/2025,5:00 PM,UCF,Rice,TV data unavailable
11/28/2025,6:00 PM,Wichita State,UC Irvine,TV data unavailable
11/28/2025,6:00 PM,Georgia Tech,St. John's,TV data unavailable
11/28/2025,6:00 PM,Pepperdine,USC,B1G+
11/28/2025,6:00 PM,Wichita State,UC Irvine,ESPN+
11/28/2025,6:30 PM,Kentucky,Morgan State,FloHoops
11/28/2025,7:00 PM,Jackson State,Coastal Carolina,ESPN+
11/28/2025,7:30 PM,UAB,TCU,TV data unavailable
11/28/2025,7:30 PM,Temple,Michigan State,TV data unavailable
11/28/2025,7:30 PM,TCU,UAB,TV data unavailable
11/28/2025,7:30 PM,Milwaukee,Pacific,ESPN+
11/28/2025,8:00 PM,Eastern Illinois,Louisville,TV data unavailable
11/28/2025,8:00 PM,Northeastern,Rutgers,B1G+
11/28/2025,8:00 PM,Eastern Illinois,Louisville,ACCNX
11/28/2025,8:00 PM,South Carolina Upstate,Kennesaw State,ESPN+
11/28/2025,8:30 PM,Memphis,Florida,TV data unavailable
11/28/2025,8:30 PM,Kansas,Georgia,ION
11/28/2025,8:30 PM,Vermont,Hawai'i,ESPN+
11/28/2025,9:00 PM,Stanford,FGCU,TV data unavailable
11/28/2025,9:00 PM,San Jose State,Portland State,ESPN+
11/28/2025,11:00 PM,UC San Diego,Washington,B1G+
11/29/2025,12:00 PM,Murray State,Boston College,TV data unavailable
11/29/2025,12:00 PM,Miami,Oklahoma State,TV data unavailable
11/29/2025,12:00 PM,Kansas State,South Dakota State,TV data unavailable
11/29/2025,1:00 PM,Army,Eastern Kentucky,ESPN+
11/29/2025,2:00 PM,Manhattan,Navy,ESPN+
11/29/2025,2:30 PM,Charlotte,George Washington,TV data unavailable
11/29/2025,2:30 PM,Wisconsin,James Madison,TV data unavailable
11/29/2025,2:30 PM,North Carolina,Columbia,FloCollege
11/29/2025,2:30 PM,Northwestern,Missouri,ION
11/29/2025,2:30 PM,Campbell,North Florida,ESPN+
11/29/2025,3:00 PM,William & Mary,Tennessee State,ESPN+
11/29/2025,3:00 PM,Drexel,St. Bonaventure,ESPN+
11/29/2025,3:00 PM,UNC Asheville,Furman,ESPN+
11/29/2025,3:00 PM,Eureka,Indiana State,ESPN+
11/29/2025,4:00 PM,Westminster,Utah Tech,ESPN+
11/29/2025,4:30 PM,Liberty,Duquesne,ESPN+
11/29/2025,5:00 PM,CSU Bakersfield,Arizona,TV data unavailable
11/29/2025,5:00 PM,Utah,Montana,TV data unavailable
11/29/2025,5:00 PM,Utah,Montana,ESPN+
11/29/2025,5:00 PM,Radford,Cleveland State,ESPN+
11/29/2025,6:00 PM,Wichita State,Idaho,TV data unavailable
11/29/2025,6:00 PM,Georgia Tech,Florida,TV data unavailable
11/29/2025,7:00 PM,Nevada,Portland,ESPN+
11/29/2025,7:30 PM,Jacksonville State,Pacific,ESPN+
11/29/2025,8:00 PM,Cal Lutheran,UC Riverside,ESPN+
11/29/2025,8:30 PM,Memphis,St. John's,TV data unavailable
11/29/2025,8:30 PM,Kansas,Dayton,ION
11/29/2025,8:30 PM,Lindenwood,Hawai'i,ESPN+
11/29/2025,8:30 PM,Colgate,UC Irvine,ESPN+
11/29/2025,9:00 PM,Stanford,Colorado State,TV data unavailable
11/29/2025,9:00 PM,Loyola Marymount,Cal State Fullerton,ESPN+
11/29/2025,9:00 PM,Colorado State,Stanford,FloHoops
11/29/2025,9:30 PM,SEMO,Arizona State,ESPN+
11/29/2025,10:00 PM,Cal State Bakersfield,Arizona,ESPN+
11/30/2025,1:00 PM,Youngstown State,Akron,ESPN+
11/30/2025,2:00 PM,DePaul,Princeton,TV data unavailable
11/30/2025,2:00 PM,Fairfield,Iowa,BTN
11/30/2025,2:00 PM,Purdue,Central Michigan,TV data unavailable
11/30/2025,2:00 PM,Yale,Penn State,B1G+
11/30/2025,2:00 PM,Niagara,Ohio State,B1G+
11/30/2025,2:00 PM,Mercyhurst,Canisius,ESPN+
11/30/2025,2:00 PM,Duquesne,Navy,ESPN+
11/30/2025,2:00 PM,Bryant,Providence,ESPN+
11/30/2025,2:00 PM,Lafayette,NJIT,ESPN+
11/30/2025,2:00 PM,Maine Fort Kent,UMass Lowell,ESPN+
11/30/2025,2:00 PM,Ohio,Davidson,ESPN+
11/30/2025,2:00 PM,Eastern Michigan,Detroit Mercy,ESPN+
11/30/2025,2:00 PM,Southern Indiana,Northern Kentucky,ESPN+
11/30/2025,2:00 PM,DePaul,Princeton,ESPN+
11/30/2025,2:00 PM,Gardner-Webb,Coastal Carolina,ESPN+
11/30/2025,2:00 PM,Queens,UNC Wilmington,FloHoops
11/30/2025,2:30 PM,Harvard,Arkansas,SECN+
11/30/2025,3:00 PM,Bellarmine,Louisville,TV data unavailable
11/30/2025,3:00 PM,Montana State,Colorado,TV data unavailable
11/30/2025,3:00 PM,Howard,Syracuse,ACCNX
11/30/2025,3:00 PM,UMES,Virginia,ACCNX
11/30/2025,3:00 PM,Saint Peter's,Rutgers,B1G+
11/30/2025,3:00 PM,Bryant,Providence,ESPN+
11/30/2025,3:00 PM,Bellarmine,Louisville,ACCNX
11/30/2025,3:00 PM,Maryland-Eastern Shore,Virginia,ACCNX
11/30/2025,3:00 PM,Purdue Fort Wayne,Bowling Green,ESPN+
11/30/2025,3:00 PM,Marshall,Morehead State,ESPN+
11/30/2025,3:00 PM,New Orleans,South Florida,ESPN+
11/30/2025,3:00 PM,Pennsylvania,Texas,SECN+
11/30/2025,3:00 PM,New Hampshire,Holy Cross,ESPN+
11/30/2025,3:00 PM,Brown,Lehigh,ESPN+
11/30/2025,3:00 PM,Long Island University,Fordham,ESPN+
11/30/2025,3:00 PM,Towson,Delaware,ESPN+
11/30/2025,3:00 PM,Georgia Southern,Wofford,ESPN+
11/30/2025,3:30 PM,UConn,Xavier,FS1
11/30/2025,4:00 PM,Saint Peter's,Rutgers,BTN
11/30/2025,4:00 PM,Le Moyne,Illinois,B1G+
11/30/2025,4:00 PM,Grambling State,Baylor,ESPN+
11/30/2025,4:00 PM,Grambling,Baylor,ESPN+
11/30/2025,4:00 PM,Montana State,Colorado,ESPN+
11/30/2025,4:00 PM,UL Monroe,Mississippi State,SECN+
11/30/2025,4:00 PM,Oregon,Auburn,SECN+
11/30/2025,4:00 PM,Oakland,UT Martin,ESPN+
11/30/2025,4:00 PM,Western Kentucky,Southern Illinois,ESPN+
11/30/2025,4:00 PM,Florida A&M,South Alabama,ESPN+
11/30/2025,4:30 PM,Liberty,Manhattan,ESPN+
11/30/2025,5:00 PM,Temple,Clemson/Western Carolina,TV data unavailable
11/30/2025,5:00 PM,Northern Illinois,Evansville,ESPN+
11/30/2025,5:30 PM,Tennessee,UCLA,FS1
12/1/2025,7:00 PM,Central Connecticut State,Pitt,TV data unavailable
12/1/2025,7:30 PM,NJCU,Stony Brook,FloHoops
12/1/2025,8:00 PM,Villanova,West Virginia,ESPN+
12/1/2025,9:00 PM,Samford,Minnesota,B1G+
12/1/2025,9:30 PM,Southern Miss,SMU,ACCNX
12/1/2025,10:00 PM,San Jose State,Washington,B1G+
12/2/2025,6:00 PM,UConn,South Florida,ESPN2
12/2/2025,8:00 PM,Seton Hall,Princeton,TV data unavailable
12/2/2025,8:00 PM,Bellarmine,Illinois,B1G+
12/2/2025,10:00 PM,College of Charleston,Colorado,TV data unavailable
12/2/2025,11:00 PM,Saint Mary's (CA),USC,B1G+
12/3/2025,12:30 PM,William & Mary,Wake Forest,ACCNX
12/3/2025,12:30 PM,Miami (OH),Cincinnati,ESPN+
12/3/2025,6:00 PM,Quinnipiac,Boston College,ACCNX
12/3/2025,5:00 PM,Washington State,BYU,TV data unavailable
12/3/2025,6:00 PM,UMass,Northeastern,FloHoops
12/3/2025,6:00 PM,Kentucky,Miami,ESPN2
12/3/2025,6:00 PM,Georgia,Florida State,ESPNU
12/3/2025,6:00 PM,Virginia,Vanderbilt,SEC Network
12/3/2025,6:00 PM,Auburn,Syracuse,ACC Network
12/3/2025,7:00 PM,James Madison,East Carolina,TV data unavailable
12/3/2025,7:00 PM,Western Michigan,Indiana,B1G+
12/3/2025,7:00 PM,American,Drexel,FloHoops
12/3/2025,7:30 PM,Sam Houston,Rice,TV data unavailable
12/3/2025,8:00 PM,Wichita State,Texas Tech,TV data unavailable
12/3/2025,8:00 PM,Oklahoma State,North Texas,TV data unavailable
12/3/2025,8:00 PM,Stetson,UCF,TV data unavailable
12/3/2025,8:00 PM,Central Michigan,Michigan,B1G+
12/3/2025,8:00 PM,Evansville,Purdue,B1G+
12/3/2025,8:00 PM,Mount St. Mary's,Maryland,B1G+
12/3/2025,8:00 PM,Wichita State,Texas Tech,ESPN+
12/3/2025,8:00 PM,Mercer,Campbell,FloHoops
12/3/2025,8:30 PM,UNLV,UTSA,TV data unavailable
12/3/2025,8:30 PM,Florida Atlantic,Western Kentucky,TV data unavailable
12/3/2025,8:30 PM,Incarnate Word,TCU,ESPN+
12/3/2025,9:00 PM,Kansas,Northwestern,TV data unavailable
12/3/2025,9:00 PM,Southern University,Arizona,TV data unavailable
12/3/2025,9:00 PM,Bradley,Nebraska,B1G+
12/3/2025,9:00 PM,Kansas,Northwestern,B1G+
12/3/2025,9:00 PM,Southeastern Louisiana,Baylor,ESPN+
12/3/2025,9:00 PM,Montana,North Dakota,Midco Sports
12/3/2025,10:00 PM,Oregon State,Oregon,B1G+
12/3/2025,10:15 PM,Tennessee,Stanford,ESPN2
12/4/2025,12:00 PM,Providence,Xavier,ESPN+
12/4/2025,12:00 PM,Loyola,Towson,FloHoops
12/4/2025,2:00 PM,Butler,Seton Hall,ESPN+
12/4/2025,6:00 PM,Florida,Virginia Tech,ESPN2
12/4/2025,8:00 PM,North Carolina,Texas,ESPN2
12/4/2025,8:00 PM,Clemson,Alabama,ESPNU
12/4/2025,8:00 PM,Pittsburgh,Mississippi State,SEC Network
12/4/2025,8:00 PM,South Carolina,Louisville,ESPN
12/4/2025,8:00 PM,Creighton,St. John's,ESPN+
12/4/2025,8:30 PM,Mississippi Valley State,Tulsa,TV data unavailable
12/4/2025,8:30 PM,Missouri State,Tulane,TV data unavailable
12/4/2025,9:00 PM,Utah,Colorado State,TV data unavailable
12/4/2025,10:00 PM,Marquette,DePaul,TV data unavailable
12/4/2025,10:00 PM,Notre Dame,Ole Miss,ESPN2
12/4/2025,10:00 PM,California,Missouri,SEC Network
12/4/2025,10:00 PM,LSU,Duke,ESPN
12/5/2025,12:00 PM,Houston Christian,South Florida,ESPN+
12/5/2025,8:00 PM,Maryland Eastern Shore,Wichita State,TV data unavailable
12/5/2025,8:00 PM,Mercyhurst,West Virginia,ESPN+
12/5/2025,9:30 PM,McNeese State,Arizona State,ESPN+
12/6/2025,1:00 PM,Indiana,Illinois,BTN
12/6/2025,2:00 PM,Nebraska,Penn State,B1G+
12/6/2025,3:00 PM,UTEP,TCU,ESPN+
12/6/2025,3:00 PM,Fordham,Hofstra,FloHoops
12/6/2025,4:00 PM,Texas Southern,North Texas,TV data unavailable
12/6/2025,4:00 PM,UNLV,Rice,TV data unavailable
12/6/2025,4:00 PM,Mississippi Valley State,Oklahoma State,ESPN+
12/6/2025,5:30 PM,San Francisco,Arizona State,ESPN+
12/6/2025,7:00 PM,Iowa,Rutgers,FS1
12/6/2025,9:00 PM,BYU,Portland,TV data unavailable
12/7/2025,1:00 PM,New Hampshire,Louisville,TV data unavailable
12/7/2025,1:00 PM,NC Central,South Carolina,SEC Network
12/7/2025,1:00 PM,Boston University,North Carolina,ACC Network
12/7/2025,1:00 PM,Virginia,Boston College,ACCNX
12/7/2025,1:00 PM,Purdue,Michigan,BTN
12/7/2025,2:00 PM,DePaul,UConn,FS1
12/7/2025,3:00 PM,Tulsa,Creighton,TV data unavailable
12/7/2025,3:00 PM,Elon,East Carolina,TV data unavailable
12/7/2025,3:00 PM,App State,Clemson,TV data unavailable
12/7/2025,3:00 PM,Notre Dame,Florida State,TV data unavailable
12/7/2025,3:00 PM,Georgia State,Miami,TV data unavailable
12/7/2025,3:00 PM,South Alabama,Florida,SECN+
12/7/2025,3:00 PM,Delaware State,UCF,TV data unavailable
12/7/2025,3:00 PM,Duke,Virginia Tech,ACC Network
12/7/2025,3:00 PM,Georgetown,Wake Forest,ACCNX
12/7/2025,3:00 PM,Seton Hall,NC State,ACCNX
12/7/2025,3:00 PM,Ohio State,Northwestern,BTN
12/7/2025,3:00 PM,Northern Illinois,Iowa State,ESPN+
12/7/2025,3:00 PM,Xavier,Cincinnati,ESPN+
12/7/2025,3:00 PM,Providence,St. John's,ESPN+
12/7/2025,3:00 PM,Tulsa,Creighton,ESPN+
12/7/2025,4:00 PM,UTSA,Baylor,TV data unavailable
12/7/2025,4:00 PM,SIU Edwardsville,Missouri,SECN+
12/7/2025,4:00 PM,Prairie View,Texas,SECN+
12/7/2025,4:00 PM,Maryland Eastern Shore,Oklahoma,SECN+
12/7/2025,4:00 PM,Jackson State,Arkansas,SECN+
12/7/2025,4:00 PM,Kansas State,Ole Miss,SECN+
12/7/2025,4:00 PM,Wyoming,Colorado,TV data unavailable
12/7/2025,4:00 PM,Kansas State,Ole Miss,TV data unavailable
12/7/2025,4:00 PM,Kansas,Missouri State,TV data unavailable
12/7/2025,4:00 PM,Oregon,UCLA,FS1
12/7/2025,4:00 PM,UTSA,Baylor,ESPN+
12/7/2025,4:00 PM,Southern,Houston,ESPN+
12/7/2025,5:00 PM,New Mexico,Arizona,TV data unavailable
12/7/2025,5:00 PM,Syracuse,SMU,ACCNX
12/7/2025,5:00 PM,Maryland,Minnesota,BTN
12/7/2025,5:00 PM,Butler,Marquette,ESPN+
12/7/2025,6:00 PM,San Jose State,California,TV data unavailable
12/7/2025,7:00 PM,Michigan State,Wisconsin,BTN
12/7/2025,9:00 PM,Washington,USC,BTN
12/8/2025,8:00 PM,Norfolk State,Georgia Tech,TV data unavailable
12/8/2025,8:00 PM,Texas Southern,West Virginia,ESPN+
12/9/2025,1:00 PM,Alabama State,Baylor,ESPN+
12/9/2025,7:00 PM,Bryant,Boston College,ACCNX
12/9/2025,7:00 PM,Columbia,Seton Hall,ESPN+
12/9/2025,7:00 PM,Marywood,Hofstra,FloHoops
12/9/2025,7:30 PM,Long Island,Xavier,ESPN+
12/9/2025,8:00 PM,Arizona State,Penn State,TV data unavailable
12/9/2025,9:00 PM,Omaha,Nebraska,B1G+
12/10/2025,1:00 PM,San Diego State,Kansas State,TV data unavailable
12/10/2025,1:00 PM,San Diego,Wisconsin,B1G+
12/10/2025,7:00 PM,Presbyterian,Virginia Tech,ACCNX
12/10/2025,8:00 PM,Illinois,Missouri,SEC Network
12/10/2025,8:00 PM,Howard,Virginia,ACCNX
12/10/2025,8:00 PM,Colgate,Syracuse,ACCNX
12/10/2025,8:00 PM,Delaware State,Maryland,B1G+
12/10/2025,8:00 PM,Arizona State,Penn State,BTN
12/10/2025,8:00 PM,Iowa,Iowa State,ESPN
12/10/2025,8:00 PM,Rhode Island,Providence,ESPN+
12/10/2025,8:00 PM,St. John's,Stony Brook,FloHoops
12/10/2025,8:30 PM,Rutgers,Princeton,TV data unavailable
12/10/2025,9:00 PM,Alabama A&M,Minnesota,B1G+
12/10/2025,9:30 PM,Coppin State,SMU,ACCNX
12/10/2025,10:00 PM,Ball State,Louisville,ACC Network
12/10/2025,10:00 PM,Boise State,Utah,ESPN+
12/10/2025,11:00 PM,Idaho,California,TV data unavailable
12/11/2025,12:00 PM,Lipscomb,Purdue,B1G+
12/11/2025,12:30 PM,Carolina University,Campbell,FloHoops
12/11/2025,7:30 PM,Northern Kentucky,Ohio State,B1G+
12/11/2025,8:00 PM,Morehead State,Notre Dame,TV data unavailable
12/11/2025,8:00 PM,Georgia Tech,West Virginia,TV data unavailable
12/11/2025,8:00 PM,Little Rock,Oklahoma,SECN+
12/11/2025,8:00 PM,ULM,Indiana,B1G+
12/11/2025,8:00 PM,Georgia Tech,West Virginia,ESPN+
12/11/2025,8:00 PM,UMass Lowell,DePaul,ESPN+
12/11/2025,8:00 PM,Indiana State,Butler,ESPN+
12/11/2025,10:00 PM,Idaho State,BYU,TV data unavailable
12/12/2025,12:00 PM,FGCU,Florida Atlantic,TV data unavailable
12/12/2025,1:15 PM,UT Arlington,Rice,TV data unavailable
12/12/2025,8:00 PM,Texas Tech,Washington State,TV data unavailable
12/13/2025,1:00 PM,Akron,Michigan,B1G+
12/13/2025,1:00 PM,Delaware State,Georgetown,ESPN+
12/13/2025,2:00 PM,Wofford,Ole Miss,SECN+
12/13/2025,2:00 PM,Auburn,Seton Hall,ESPN+
12/13/2025,2:00 PM,Coppin State,William & Mary,FloHoops
12/13/2025,3:00 PM,VCU,Temple,TV data unavailable
12/13/2025,3:00 PM,Prairie View A&M,UTSA,TV data unavailable
12/13/2025,3:00 PM,UNLV,Cincinnati,ESPN+
12/13/2025,3:00 PM,Hofstra,St. John's,ESPN+
12/13/2025,3:00 PM,Stonehill,Providence,ESPN+
12/13/2025,4:00 PM,UTEP,BYU,TV data unavailable
12/13/2025,4:00 PM,Lindenwood,Iowa,B1G+
12/13/2025,4:00 PM,Green Bay,Washington,B1G+
12/13/2025,4:30 PM,Loyola Marymount,Wichita State,TV data unavailable
12/13/2025,5:00 PM,Oklahoma,Oklahoma State,ESPNU
12/13/2025,6:30 PM,UConn,USC,FOX
12/13/2025,7:00 PM,Compete 4 Cause Classic,Louisiana Tech,LSU,ESPNU
12/13/2025,10:00 PM,Houston,New Mexico,TV data unavailable
12/14/2025,1:00 PM,Dayton,Purdue,B1G+
12/14/2025,2:00 PM,Winthrop,Tennessee,SECN+
12/14/2025,2:00 PM,Arizona State,Oregon State,TV data unavailable
12/14/2025,2:00 PM,Illinois State,Nebraska,B1G+
12/14/2025,2:00 PM,Baylor,Texas,ABC
12/14/2025,2:00 PM,Eastern Michigan,Indiana,B1G+
12/14/2025,2:00 PM,Toledo,Ohio State,B1G+
12/14/2025,2:00 PM,Saint Francis,Xavier,ESPN+
12/14/2025,2:00 PM,Western Kentucky,North Dakota,Midco Sports
12/14/2025,2:00 PM,Duquesne,Stony Brook,FloHoops
12/14/2025,2:00 PM,Longwood,Elon,FloHoops
12/14/2025,3:00 PM,Kansas State,Creighton,TV data unavailable
12/14/2025,3:00 PM,North Texas,Illinois,TV data unavailable
12/14/2025,3:00 PM,College of Charleston,Florida State,TV data unavailable
12/14/2025,3:00 PM,Pitt,Clemson,TV data unavailable
12/14/2025,3:00 PM,West Georgia,Florida,SECN+
12/14/2025,3:00 PM,Morgan State,UCF,TV data unavailable
12/14/2025,3:00 PM,Kansas State,Creighton,FS1
12/14/2025,3:00 PM,NC State,Miami,ACCNX
12/14/2025,3:00 PM,Georgia Tech,Wake Forest,ACCNX
12/14/2025,3:00 PM,Eastern Illinois,Butler,ESPN+
12/14/2025,4:00 PM,Texas Tech,Abilene Christian,TV data unavailable
12/14/2025,4:00 PM,New Orleans,Tulane,TV data unavailable
12/14/2025,4:00 PM,Southern Miss,Mississippi State,SECN+
12/14/2025,4:00 PM,SC State,Ole Miss,SECN+
12/14/2025,4:00 PM,Miami (OH),Colorado,TV data unavailable
12/14/2025,4:00 PM,West Virginia,Texas A&M,SECN+
12/14/2025,4:00 PM,Montana State,Oregon,B1G+
12/14/2025,4:00 PM,North Texas,Illinois,B1G+
12/14/2025,4:00 PM,Denver,Kansas,ESPN+
12/14/2025,4:00 PM,Le Moyne,Marquette,ESPN+
12/14/2025,4:00 PM,Ball State,South Dakota State,Midco Sports Two
12/14/2025,4:30 PM,Penn State,South Carolina,ESPN
12/14/2025,5:00 PM,UNC Asheville,East Carolina,TV data unavailable
12/14/2025,5:00 PM,Notre Dame,James Madison,TV data unavailable
12/14/2025,5:00 PM,California,Stanford,TV data unavailable
12/14/2025,5:00 PM,Jackson State,Alabama,SEC Network
12/14/2025,5:00 PM,Louisville,North Carolina,ACC Network
12/14/2025,5:00 PM,ETSU,Virginia Tech,ACCNX
12/14/2025,5:00 PM,Northwestern,Utah,ESPN+
12/14/2025,6:00 PM,Jacksonville,TCU,ESPN+
12/14/2025,6:30 PM,Michigan State,DePaul,TV data unavailable
12/14/2025,6:30 PM,Michigan State,DePaul,FS1
12/14/2025,7:00 PM,Wyoming,Minnesota,B1G+
12/14/2025,7:00 PM,Northern Iowa,Iowa State,ESPN+
12/14/2025,7:30 PM,Davidson,Charlotte,TV data unavailable
12/15/2025,12:00 PM,North Carolina A&T,Georgia,SEC Network
12/15/2025,1:00 PM,Texas A&M-Kingsville,UTSA,TV data unavailable
12/15/2025,8:00 PM,Alcorn State,UAB,TV data unavailable
12/15/2025,8:00 PM,FIU,Florida Atlantic,TV data unavailable
12/15/2025,8:00 PM,Norfolk State,Campbell,FloHoops
12/15/2025,8:30 PM,Tulsa,Oklahoma State,TV data unavailable
12/15/2025,8:30 PM,South Florida,Vanderbilt,SECN+
12/15/2025,8:30 PM,Tulsa,Oklahoma State,ESPN+
12/15/2025,8:30 PM,South Florida,Vanderbilt,ESPN+
12/15/2025,9:00 PM,Chicago State,Arizona,TV data unavailable
12/16/2025,1:00 PM,Oral Roberts,Wichita State,TV data unavailable
12/16/2025,1:00 PM,Montana,Houston,ESPN+
12/16/2025,4:30 PM,Morgan State,LSU,SECN+
12/16/2025,7:30 PM,Chestnut Hill,Drexel,TV data unavailable
12/16/2025,7:30 PM,Howard,Cincinnati,ESPN+
12/16/2025,8:00 PM,Sam Houston,Alabama,SECN+
12/16/2025,8:00 PM,Binghamton,Syracuse,ACCNX
12/16/2025,8:00 PM,Washington State,Seton Hall,ESPN+
12/16/2025,8:30 PM,Arkansas-Pine Bluff,TCU,ESPN+
12/16/2025,10:00 PM,Northern Colorado,Colorado,TV data unavailable
12/16/2025,10:00 PM,Arizona State,Gonzaga,TV data unavailable
12/16/2025,11:00 PM,Cal Poly,UCLA,BTN
12/17/2025,12:00 PM,Wofford,East Carolina,TV data unavailable
12/17/2025,12:00 PM,Winthrop,Charlotte,TV data unavailable
12/17/2025,12:00 PM,Clemson,Charleston Southern,TV data unavailable
12/17/2025,12:00 PM,Georgian Court,Stony Brook,FloHoops
12/17/2025,1:30 PM,Jacksonville,Texas Tech,ESPN+
12/17/2025,4:00 PM,Florida A&M,Florida,SECN+
12/17/2025,6:00 PM,Rice,Grambling State,TV data unavailable
12/17/2025,6:00 PM,Tulane,Alabama,TV data unavailable
12/17/2025,6:00 PM,Tulane,Alabama,SECN+
12/17/2025,7:00 PM,Eastern Kentucky,Louisville,ACC Network
12/17/2025,8:00 PM,St. John's,New Haven,TV data unavailable
12/17/2025,8:00 PM,Mississippi Valley State,Ole Miss,SECN+
12/17/2025,8:00 PM,Marquette,UConn,Peacock
12/17/2025,8:30 PM,Creighton,Omaha,TV data unavailable
12/17/2025,8:30 PM,Kansas City,Arkansas,SECN+
12/17/2025,8:30 PM,Haskell,Kansas,ESPN+
12/17/2025,9:00 PM,UNC Wilmington,North Carolina,ACC Network
12/17/2025,10:00 PM,Northwestern State,Texas,SEC Network
12/17/2025,10:00 PM,UC Riverside,Utah,ESPN+
12/18/2025,12:00 PM,Radford,Hampton,FloHoops
12/18/2025,12:30 PM,Yale University,Monmouth,TV data unavailable
12/18/2025,1:00 PM,Arkansas-Pine Bluff,Tulsa,TV data unavailable
12/18/2025,1:00 PM,Loyola Chicago,Northwestern,B1G+
12/18/2025,3:00 PM,Portland,Oregon,B1G+
12/18/2025,7:00 PM,Saint Francis,Pitt,TV data unavailable
12/18/2025,7:00 PM,Virginia Tech,Florida State,TV data unavailable
12/18/2025,7:00 PM,Miami,Wake Forest,ACCNX
12/18/2025,7:30 PM,UAlbany,Vanderbilt,SECN+
12/18/2025,7:30 PM,Norfolk State,Ohio State,B1G+
12/18/2025,8:00 PM,Oral Roberts,North Texas,TV data unavailable
12/18/2025,8:00 PM,South Carolina,South Florida,ESPN2
12/18/2025,8:00 PM,South Dakota State,Duke,ACC Network
12/18/2025,8:00 PM,Georgia Tech,NC State,ACCNX
12/18/2025,9:00 PM,Bellarmine,Arizona,TV data unavailable
12/18/2025,9:00 PM,Southern,Baylor,ESPN+
12/18/2025,11:00 PM,Cal Poly,USC,B1G+
12/19/2025,11:30 AM,Mercyhurst,Syracuse,ACCNX
12/19/2025,12:00 PM,Central Connecticut State,Maryland,B1G+
12/19/2025,1:00 PM,Northeastern,Boston College,ACCNX
12/19/2025,2:00 PM,Florida Atlantic,UMass,TV data unavailable
12/19/2025,7:30 PM,Wright State,Kentucky,SECN+
12/19/2025,8:00 PM,Coppin State,Temple,TV data unavailable
12/19/2025,8:00 PM,VCU,Georgia,SECN+
12/19/2025,8:00 PM,Jackson State,Illinois,B1G+
12/19/2025,8:00 PM,SMU,Sam Houston,ESPN+
12/19/2025,8:00 PM,Seton Hall,Villanova,ESPN+
12/19/2025,8:00 PM,Xavier,Butler,ESPN+
12/19/2025,11:00 PM,Washington,Stanford,TV data unavailable
12/20/2025,11:30 AM,Louisville,Tennessee,TV data unavailable
12/20/2025,11:30 AM,Louisville,Tennessee,SECN+
12/20/2025,12:00 PM,Florida Atlantic,FIU,TV data unavailable
12/20/2025,1:00 PM,Winthrop,Virginia,ACCNX
12/20/2025,1:00 PM,Lafayette,Rutgers,B1G+
12/20/2025,1:00 PM,Lehigh,Towson,FloHoops
12/20/2025,2:00 PM,Delaware State,Tulane,TV data unavailable
12/20/2025,2:00 PM,UConn,Iowa,FOX
12/20/2025,2:00 PM,Iowa,UConn,FOX
12/20/2025,2:00 PM,Truman State,Marquette,ESPN+
12/20/2025,3:00 PM,Memphis,Southeastern Louisiana,TV data unavailable
12/20/2025,3:00 PM,UTSA,Columbia,TV data unavailable
12/20/2025,3:00 PM,South Carolina State,Florida State,TV data unavailable
