Date,Time,Away Team,Home Team,Channel
11/16/2025,TBD,Charlotte,Harvard/Oakland,TBD
11/16/2025,TBD,UC San Diego,San Francisco,ESPN+
11/16/2025,TBD,Nevada,Saint Mary's,ESPN+
11/16/2025,TBD,Stanford,Gonzaga,ESPN+
11/16/2025,13:00,Princeton,Maryland,B1G+
11/16/2025,13:00,North Dakota State,Nebraska,BTN
11/16/2025,13:00,Scranton,Pittsburgh,ACCNX
11/16/2025,13:00,New England College,New Hampshire,ESPN+
11/16/2025,13:00,North Dakota,Eastern Kentucky,ESPN+
11/16/2025,13:00,Florida,Navy,ESPN+
11/16/2025,13:00,Iona,Davidson,ESPN+
11/16/2025,13:00,Belmont,Dayton,ESPN+
11/16/2025,13:00,Old Dominion,William & Mary,TBD
11/16/2025,13:30,Duke,Liberty,ESPN+
11/16/2025,14:00,Villanova,James Madison,TBD
11/16/2025,14:00,East Carolina,High Point,TBD
11/16/2025,14:00,Duke,Liberty,TBD
11/16/2025,14:00,Texas A&M,Kansas State,TBD
11/16/2025,14:00,Radford,Virginia,ACCNX
11/16/2025,14:00,Fairleigh Dickinson,Rutgers,B1G+
11/16/2025,14:00,Western Michigan,Michigan State,B1G+
11/16/2025,14:00,Penn State,Saint Joseph's,ESPN+
11/16/2025,14:00,Wagner,Syracuse,ACCNX
11/16/2025,14:00,Wofford,Appalachian State,ESPN+
11/16/2025,14:00,Indiana State,Austin Peay,ESPN+
11/16/2025,14:00,Miami-OH,Bellarmine,ESPN+
11/16/2025,14:00,Fordham,Buffalo,ESPN+
11/16/2025,14:00,Norfolk State,Iowa State,ESPN+
11/16/2025,14:00,Jacksonville State,Georgia,SECN+
11/16/2025,14:00,Miami (OH),Bellarmine,ESPN+
11/16/2025,14:00,Maryland-Eastern Shore,Loyola Chicago,ESPN+
11/16/2025,14:00,Penn State,St. Bonaventure,ESPN+
11/16/2025,14:00,Hampton,Gardner-Webb,ESPN+
11/16/2025,14:00,East Carolina,High Point,ESPN+
11/16/2025,14:00,Campbell,Furman,ESPN+
11/16/2025,14:00,Akron,Cleveland State,ESPN+
11/16/2025,14:00,Bucknell,Youngstown State,ESPN+
11/16/2025,14:00,Evansville,Wright State,ESPN+
11/16/2025,14:00,Detroit Mercy,Toledo,ESPN+
11/16/2025,14:00,Texas A&M,Kansas State,ESPN+
11/16/2025,14:00,Villanova,James Madison,ESPN+
11/16/2025,14:00,Loyola (MD),Drexel,FloHoops
11/16/2025,14:00,Coppin State,Towson,TBD
11/16/2025,14:00,Winston-Salem State University,North Carolina A&T,TBD
11/16/2025,15:00,Louisville,Clemson,ESPN2
11/16/2025,15:00,Portland State,Colorado,TBD
11/16/2025,15:00,Green Bay,Wisconsin,B1G+
11/16/2025,15:00,Jacksonville,Georgia Tech,ACC Network
11/16/2025,15:00,Le Moyne,Baylor,ESPN+
11/16/2025,15:00,Portland State,Colorado,ESPN+
11/16/2025,15:00,Arkansas,Texas Tech,ESPN+
11/16/2025,15:00,Arkansas-Pine Bluff,UL Monroe,ESPN+
11/16/2025,15:00,Fisk,UT Martin,ESPN+
11/16/2025,15:00,Brown,UMBC,ESPN+
11/16/2025,15:00,UT Arlington,Lamar,ESPN+
11/16/2025,15:00,McNeese,Tarleton,ESPN+
11/16/2025,15:30,Oklahoma,Western Carolina,ESPN+
11/16/2025,15:30,Niagara,Kent State,ESPN+
11/16/2025,16:00,Grambling State,Arizona,TBD
11/16/2025,16:00,Arizona State,Santa Clara,TBD
11/16/2025,16:00,Arizona State,Santa Clara,ESPN+
11/16/2025,16:00,New Mexico,New Mexico State,ESPN+
11/16/2025,16:00,Grambling,Arizona,ESPN+
11/16/2025,17:00,Seton Hall,Pacific,TBD
11/16/2025,17:00,Indiana,Florida State,TBD
11/16/2025,17:00,Stanford,Gonzaga,TBD
11/16/2025,17:00,Indiana,Florida State,ACCN
11/16/2025,17:00,Army West Point,Oregon,B1G+
11/16/2025,17:00,Northern Kentucky,Butler,ESPN+
11/16/2025,17:00,Indiana,Florida State,ACC Network
11/16/2025,17:00,Texas Southern,Texas,SECN+
11/16/2025,17:00,Seton Hall,Pacific,ESPN+
11/17/2025,12:00,Northwestern,DePaul,ESPN+
11/17/2025,18:00,Delaware,American University,ESPN+
11/17/2025,18:00,Stonehill,Maine,ESPN+
11/17/2025,18:00,Chicago State,Western Illinois,ESPN+
11/17/2025,18:00,Erskine,Presbyterian,ESPN+
11/17/2025,19:00,Georgia State,Auburn,SECN+
11/17/2025,19:00,Houston,Stephen F. Austin,TBD
11/17/2025,19:00,UM Kansas City,Lindenwood,ESPN+
11/17/2025,19:00,IU East,Southern Indiana,ESPN+
11/17/2025,19:00,Alabama A&M,Alabama,SECN+
11/17/2025,19:00,Kansas City,Lindenwood,ESPN+
11/17/2025,19:00,Houston,Stephen F. Austin,ESPN+
11/17/2025,19:00,George Washington,Longwood,ESPN+
11/17/2025,19:00,South Carolina State,South Carolina Upstate,ESPN+
11/17/2025,19:30,Prairie View A&M,Sam Houston,ESPN+
11/17/2025,20:00,Tulsa,Oral Roberts,TBD
11/17/2025,20:00,Benedictine,Utah Valley,ESPN+
11/17/2025,20:00,UT Rio Grande Valley,Texas State,ESPN+
11/18/2025,11:00,Northeastern,Providence,ESPN+
11/18/2025,12:00,Murray State,Illinois,B1G+
11/18/2025,14:00,Utah State,Oregon State,ESPN+
11/18/2025,17:00,Quinnipiac,Yale,ESPN+
11/18/2025,18:00,Temple,Richmond,TBD
11/18/2025,18:00,Le Moyne,Pitt,TBD
11/18/2025,18:00,Le Moyne,Pittsburgh,ACCNX
11/18/2025,18:00,Salem,Marshall,ESPN+
11/18/2025,18:00,Temple,Richmond,ESPN+
11/18/2025,18:00,Duquesne,Robert Morris,ESPN+
11/18/2025,18:00,Colgate,Cornell,ESPN+
11/18/2025,18:00,Norfolk State,Pennsylvania,ESPN+
11/18/2025,18:00,UMass Lowell,UMass,ESPN+
11/18/2025,18:00,SE Louisiana,Southern Miss,ESPN+
11/18/2025,18:30,West Chester,La Salle,ESPN+
11/18/2025,19:00,SEMO,Wichita State,TBD
11/18/2025,19:00,Binghamton,Michigan,B1G+
11/18/2025,19:00,Sacred Heart,Georgetown,ESPN+
11/18/2025,19:00,Purdue,Kentucky,SEC Network
11/18/2025,19:00,LeTourneau,Houston Christian,ESPN+
11/18/2025,19:00,Illinois State,Loyola Chicago,ESPN+
11/18/2025,19:00,Southeast Missouri State,Wichita State,ESPN+
11/18/2025,19:30,Troy,Kansas State,TBD
11/18/2025,19:30,Troy,Kansas State,ESPN+
11/18/2025,19:30,Georgia Southern,Missouri State,ESPN+
11/18/2025,19:30,Southern Illinois,Missouri,SECN+
11/18/2025,20:00,Ole Miss,Memphis,TBD
11/18/2025,20:00,Ole Miss,Memphis,ESPN+
11/18/2025,20:30,Benedictine,Southern Utah,ESPN+
11/18/2025,21:00,Boise State,Colorado,TBD
11/18/2025,21:00,Westcliff,Loyola Marymount,ESPN+
11/18/2025,21:00,Boise State,Colorado,ESPN+
11/19/2025,11:00,Indiana State,SIU Edwardsville,ESPN+
11/19/2025,11:00,Toledo,Northern Kentucky,ESPN+
11/19/2025,11:00,Bellarmine,Wright State,ESPN+
11/19/2025,12:00,Abilene Christian,North Texas,TBD
11/19/2025,12:00,Abilene Christian,North Texas,ESPN+
11/19/2025,TBD,Butler,Indiana,TBD
11/19/2025,TBD,Marquette,Milwaukee,ESPN+
11/19/2025,TBD,Arkansas State,Central Arkansas,ESPN+
11/19/2025,16:00,Bryant,Merrimack,ESPN+
11/19/2025,17:00,UNC Asheville,Western Carolina,ESPN+
11/19/2025,18:00,Harvard,Boston College,ACCNX
11/19/2025,18:00,Coastal Carolina,NC State,ACC Network
11/19/2025,18:00,Holy Cross,Rhode Island,ESPN+
11/19/2025,18:00,Saint Peter's,NJIT,ESPN+
11/19/2025,18:00,Drexel,Lehigh,ESPN+
11/19/2025,18:00,Buffalo,St. Bonaventure,ESPN+
11/19/2025,18:00,Lipscomb,Belmont,ESPN+
11/19/2025,18:30,Kent State,Ohio State,B1G+
11/19/2025,19:00,Rice,Princeton,TBD
11/19/2025,19:00,West Georgia,Georgia Tech,TBD
11/19/2025,19:00,Samford,Alabama,SECN+
11/19/2025,19:00,Butler,Indiana,TBD
11/19/2025,19:00,West Georgia,Georgia Tech,ACCNX
11/19/2025,19:00,Central Michigan,Detroit Mercy,ESPN+
11/19/2025,19:00,Marquette,Milwaukee,ESPN+
11/19/2025,19:00,Rice,Princeton,ESPN+
11/19/2025,19:00,Oklahoma State,St. John's,ESPN+
11/19/2025,19:00,Oregon,Washington State,ESPN+
11/19/2025,19:00,East Texas A&M,Oklahoma,SECN+
11/19/2025,19:00,Winthrop,South Carolina,SEC Network
11/19/2025,19:00,Rider,Navy,ESPN+
11/19/2025,19:00,North Alabama,Tennessee State,ESPN+
11/19/2025,19:00,Florida Gulf Coast,George Mason,ESPN+
11/19/2025,19:00,UNC Wilmington,Gardner-Webb,ESPN+
11/19/2025,19:00,Furman,Radford,ESPN+
11/19/2025,19:00,Vermont,High Point,ESPN+
11/19/2025,19:00,Eastern Michigan,Purdue Fort Wayne,ESPN+
11/19/2025,19:00,Boston University,Brown,ESPN+
11/19/2025,19:30,Minnesota,Kansas,ESPN+
11/19/2025,19:30,Loyola New Orleans,New Orleans,ESPN+
11/19/2025,19:30,Mississippi Valley State,Nicholls,ESPN+
11/19/2025,19:30,St. Mary's,Lamar,ESPN+
11/19/2025,19:30,Vanderbilt,Western Kentucky,ESPN+
11/19/2025,20:00,Oral Roberts,Nebraska,B1G+
11/19/2025,20:00,Morehead State,Louisville,ACC Network
11/19/2025,20:00,James Madison,Texas,SECN+
11/19/2025,20:00,UTSA,Incarnate Word,ESPN+
11/19/2025,21:00,Fresno State,Washington,B1G+
11/19/2025,21:00,Cal State Northridge,California Baptist,ESPN+
11/20/2025,10:30,Appalachian State,West Virginia,ESPN+
11/20/2025,11:00,Saint Joseph's,Columbia,ESPN+
11/20/2025,11:30,St. Mary's,California,ACCNX
11/20/2025,12:00,Texas State,Texas A&M-Corpus Christi,ESPN+
11/20/2025,12:30,Troy,Missouri,SECN+
11/20/2025,13:00,Florida Atlantic,South Alabama,ESPN+
11/20/2025,14:30,Saint Mary's,California,TBD
11/20/2025,15:00,New Hampshire,Army,ESPN+
11/20/2025,18:00,Niagara,Virginia Tech,ACCNX
11/20/2025,18:00,Bethune-Cookman,Maryland,B1G+
11/20/2025,18:00,WBCA Showcase,Davidson,TBD
11/20/2025,18:00,Longwood,Virginia,ACC Network
11/20/2025,18:00,Austin Peay,Chattanooga,ESPN+
11/20/2025,18:00,Binghamton,Akron,ESPN+
11/20/2025,18:30,WBCA Showcase,Davidson,TBD
11/20/2025,18:30,Eastern Illinois,Michigan State,B1G+
11/20/2025,18:30,Cincinnati,Ball State,ESPN+
11/20/2025,18:30,Ohio,Xavier,ESPN+
11/20/2025,18:30,North Florida,Georgia,SECN+
11/20/2025,18:30,Florida State,Florida,SEC Network
11/20/2025,19:00,North Carolina,North Carolina A&T,TBD
11/20/2025,19:00,Fordham,Seton Hall,ESPN+
11/20/2025,19:00,Northern Iowa,Creighton,ESPN+
11/20/2025,19:00,Iowa State,Drake,ESPN+
11/20/2025,19:00,Mount St. Mary's,Loyola Maryland,ESPN+
11/20/2025,19:00,Mississippi State,Texas Tech,ESPN+
11/20/2025,19:00,Rutgers,Auburn,SECN+
11/20/2025,19:00,IUPUI,Evansville,ESPN+
11/20/2025,19:00,University of North Carolina,North Carolina A&T,TBD
11/20/2025,19:00,Howard,Monmouth,TBD
11/20/2025,19:30,Houston,UTRGV,ESPN+
11/20/2025,19:30,Tennessee,Middle Tennessee,ESPN+
11/20/2025,19:30,Houston,UT Rio Grande Valley,ESPN+
11/20/2025,19:30,Little Rock,Arkansas,SECN+
11/20/2025,19:30,UL Monroe,Sam Houston,ESPN+
11/20/2025,20:00,Florida Atlantic,South Alabama,TBD
11/20/2025,20:00,NC Central,Wake Forest,ACC Network
11/20/2025,20:00,North Carolina Central,Wake Forest,ACC Network
11/20/2025,20:00,Duke,South Florida,ESPNU
11/20/2025,20:00,Bradley,Western Illinois,ESPN+
11/20/2025,20:00,Weber State,Utah Valley,ESPN+
11/20/2025,21:00,WBCA Showcase,Iowa,TBD
11/20/2025,21:00,San Francisco,Long Beach State,ESPN+
11/20/2025,22:00,UC Davis,Stanford,TBD
11/20/2025,22:00,UC Davis,Stanford,ACCNX
11/21/2025,11:00,Old Dominion,East Carolina,TBD
11/21/2025,11:00,Old Dominion,East Carolina,ESPN+
11/21/2025,11:00,Presbyterian,UNC Wilmington,TBD
11/21/2025,12:00,Alabama State,Vanderbilt,SECN+
11/21/2025,TBD,UC Riverside,Idaho,ESPN+
11/21/2025,TBD,Colorado State,Oregon State,ESPN+
11/21/2025,13:00,Clinton,Winthrop,ESPN+
11/21/2025,16:00,Loyola Marymount,Hawai'i,ESPN+
11/21/2025,17:00,Utah,Syracuse,FS2
11/21/2025,17:00,Syracuse,Utah,FS2
11/21/2025,18:30,Grambling State,DePaul,TBD
11/21/2025,18:30,Saint Louis,Illinois State,ESPN+
11/21/2025,18:30,Grambling,DePaul,ESPN+
11/21/2025,19:00,George Washington,Georgetown,ESPN+
11/21/2025,19:00,Yale University,Providence,ESPN+
11/21/2025,19:00,Yale,Providence,ESPN+
11/21/2025,19:00,Northern Illinois,SIU Edwardsville,ESPN+
11/21/2025,19:00,Canisius,Dayton,ESPN+
11/21/2025,19:00,Gardner-Webb,UNC Greensboro,ESPN+
11/21/2025,19:00,Stillman,Samford,ESPN+
11/21/2025,19:30,Cleveland State,Northwestern,B1G+
11/21/2025,19:30,Arkansas Baptist,Northwestern State,ESPN+
11/21/2025,20:00,Tulane,North Dakota State,TBD
11/21/2025,20:00,Michigan,UConn,FOX
11/21/2025,20:00,Northern Arizona,Arizona,ESPN+
11/21/2025,21:00,Southern Utah,Cal Poly,ESPN+
11/21/2025,21:30,Cal State Fullerton,Sacramento State,ESPN+
11/22/2025,10:00,South Carolina Upstate,Morehead State,ESPN+
11/22/2025,12:00,Boston College,UMass,ESPN+
11/22/2025,TBD,Princeton,Penn State,TBD
11/22/2025,TBD,Mercer,Georgia Southern,ESPN+
11/22/2025,TBD,Midway,Eastern Kentucky,ESPN+
11/22/2025,TBD,Indiana University East,Wright State,ESPN+
11/22/2025,13:00,Robert Morris,Pitt,TBD
11/22/2025,13:00,Boston College,UMass,TBD
11/22/2025,13:00,Robert Morris,Pittsburgh,ACCNX
11/22/2025,13:00,Albany,St. Bonaventure,ESPN+
11/22/2025,13:00,Drexel,NJIT,ESPN+
11/22/2025,13:00,American University,La Salle,ESPN+
11/22/2025,13:00,Eastern Illinois,Central Michigan,ESPN+
11/22/2025,13:00,Sacred Heart,Northeastern,TBD
11/22/2025,14:00,Wofford,Charlotte,TBD
11/22/2025,14:00,Kentucky,Louisville,TBD
11/22/2025,14:00,Wofford,Charlotte,ESPN+
11/22/2025,14:00,Kansas State,Green Bay,ESPN+
11/22/2025,14:00,Air Force,UC San Diego,ESPN+
11/22/2025,14:00,Appalachian State,UNC Asheville,ESPN+
11/22/2025,14:00,Florida International,Jacksonville,ESPN+
11/22/2025,14:00,UMass Lowell,Boston University,ESPN+
11/22/2025,14:00,East Texas A&M,SE Louisiana,ESPN+
11/22/2025,14:00,Niagara,Radford,ESPN+
11/22/2025,14:00,Northern Kentucky,Chattanooga,ESPN+
11/22/2025,14:00,Bucknell,Hofstra,TBD
11/22/2025,15:00,ETSU,Memphis,TBD
11/22/2025,15:00,Missouri State,Tulsa,TBD
11/22/2025,15:00,Cal State Bakersfield,Wichita State,TBD
11/22/2025,15:00,Jacksonville State,New Orleans,ESPN+
11/22/2025,15:00,Cal State Bakersfield,Wichita State,ESPN+
11/22/2025,15:00,East Tennessee State,Memphis,ESPN+
11/22/2025,15:00,Missouri State,Tulsa,ESPN+
11/22/2025,15:00,Nicholls,Southern Miss,ESPN+
11/22/2025,16:00,UNLV,Arizona State,ESPN+
11/22/2025,17:00,Westcliff,UC Santa Barbara,ESPN+
11/22/2025,17:30,WBCA Showcase,Davidson,TBD
11/22/2025,19:00,Temple,Villanova,TBD
11/22/2025,19:00,Temple,Villanova,ESPN+
11/22/2025,19:00,West Alabama,North Alabama,ESPN+
11/22/2025,20:00,WBCA Showcase,Miami,TBD
11/22/2025,21:00,Colorado,UT Arlington,TBD
11/22/2025,21:00,Portland State,Utah Tech,ESPN+
11/23/2025,00:00,San Diego State,Penn State,TBD
11/23/2025,12:00,Syracuse,Michigan,FS1
11/23/2025,12:00,Maine,Brown,ESPN+
11/23/2025,TBD,Eastern Washington,Gonzaga,ESPN+
11/23/2025,12:30,Miami-OH,Purdue,BTN
11/23/2025,13:00,Western Carolina,Wake Forest,ACCNX
11/23/2025,13:00,Loyola Maryland,Yale,ESPN+
11/23/2025,14:00,Illinois,Florida State,TBD
11/23/2025,14:00,Georgia Tech,Georgia,TBD
11/23/2025,14:00,Georgia Tech,Georgia,SECN+
11/23/2025,14:00,Milwaukee,Butler,ESPN+
11/23/2025,14:00,Illinois,Florida State,ACCNX
11/23/2025,14:00,Rhode Island,NC State,ACCNX
11/23/2025,14:00,Canisius,Cincinnati,ESPN+
11/23/2025,14:00,Manhattan,Fordham,ESPN+
11/23/2025,14:00,Clemson,Furman,ESPN+
11/23/2025,14:00,William & Mary,Howard,ESPN+
11/23/2025,14:00,Mercyhurst,Iowa State,ESPN+
11/23/2025,14:00,Virginia Tech,James Madison,ESPN+
11/23/2025,14:00,Navy,Richmond,ESPN+
11/23/2025,14:00,Coppin State,Tennessee,SECN+
11/23/2025,14:00,Queens (NC),South Carolina,SECN+
11/23/2025,14:00,Morgan State,George Washington,ESPN+
11/23/2025,14:00,North Carolina A&T,Old Dominion,ESPN+
11/23/2025,14:30,Utah,UConn,FS1
11/23/2025,14:30,George Mason,Maryland,BTN
11/23/2025,15:00,Incarnate Word,Rice,TBD
11/23/2025,15:00,Texas Tech,New Mexico,TBD
11/23/2025,15:00,Detroit Mercy,Wisconsin,B1G+
11/23/2025,15:00,Oral Roberts,Kansas,ESPN+
11/23/2025,15:00,Bellarmine,Bradley,ESPN+
11/23/2025,15:00,High Point,Houston,ESPN+
11/23/2025,15:00,Tennessee State,Vanderbilt,SECN+
11/23/2025,15:00,Austin Peay,Southern Illinois,ESPN+
11/23/2025,15:00,Incarnate Word,Rice,ESPN+
11/23/2025,15:00,Lamar,UL Monroe,ESPN+
11/23/2025,16:00,Lehigh,Stanford,ACCNX
11/23/2025,16:00,Cal State Northridge,Idaho,ESPN+
11/23/2025,16:00,Fresno State,Santa Clara,ESPN+
11/23/2025,16:00,IUPUI,Marshall,ESPN+
11/23/2025,17:00,Southern,UCLA,B1G+
11/23/2025,17:00,Vermont,Washington,B1G+
11/23/2025,17:00,Utah State,Oregon,B1G+
11/23/2025,17:00,Cal State Fullerton,Pacific,ESPN+
11/23/2025,17:00,Towson,UMBC,ESPN+
11/23/2025,17:00,Long Beach State,Oregon State,ESPN+
11/23/2025,17:00,San Jose State,Pepperdine,ESPN+
11/23/2025,18:00,UNC Greensboro,North Carolina,ACC Network
11/23/2025,19:00,Oakland,Michigan State,B1G+
11/23/2025,19:30,Portland,Hawai'i,ESPN+
11/24/2025,11:00,Ohio State,Belmont,TBD
11/24/2025,11:00,Saint Mary's of the Woods,Indiana State,ESPN+
11/24/2025,11:00,Pink Flamingo Championship,Ohio State,TBD
11/24/2025,12:00,Stoney Brook,Georgia State,ESPN+
11/24/2025,12:00,Middle Tennessee,Providence,TBD
11/24/2025,TBD,Delaware State,Hampton,TBD
11/24/2025,13:30,West Virginia,McNeese State,TBD
11/24/2025,13:30,Pink Flamingo Championship,West Virginia,TBD
11/24/2025,14:00,New Mexico State,San Diego,ESPN+
11/24/2025,14:30,Alcorn State,Mississippi State,TBD
11/24/2025,16:00,South Florida,Minnesota,TBD
11/24/2025,16:00,South Florida,Minnesota,TBD
11/24/2025,16:00,Pink Flamingo Championship,Minnesota,TBD
11/24/2025,17:00,UTSA,Auburn,TBD
11/24/2025,17:00,Hoopfest Basketball Women's Challenge,UTSA,TBD
11/24/2025,18:00,Xavier,Akron,TBD
11/24/2025,18:00,Purdue Fort Wayne,Nebraska,TBD
11/24/2025,18:00,Central Connecticut State,St. John's,ESPN+
11/24/2025,18:00,Kent State,Duquesne,ESPN+
11/24/2025,18:00,Central Connecticut,St. John's,ESPN+
11/24/2025,18:00,Occidental,UC San Diego,ESPN+
11/24/2025,18:00,Saint Joseph's,Pennsylvania,ESPN+
11/24/2025,18:00,Xavier,Akron,ESPN+
11/24/2025,18:00,Presbyterian,Coastal Carolina,ESPN+
11/24/2025,18:00,Purdue Fort Wayne,Nebraska,TBD
11/24/2025,18:30,Pink Flamingo Championship,Alabama,TBD
11/24/2025,19:00,Siena,Rutgers,B1G+
11/24/2025,19:00,Florida,Florida Atlantic,ESPN+
11/24/2025,19:00,Elon,Georgetown,ESPN+
11/24/2025,19:00,Chicago State,Northern Illinois,ESPN+
11/24/2025,19:00,Wright State,Ohio,ESPN+
11/24/2025,19:00,Montana State,Troy,ESPN+
11/24/2025,19:00,Longwood,Ole Miss,SECN+
11/24/2025,19:00,Concordia (TX),Houston Christian,ESPN+
11/24/2025,19:00,Binghamton,Columbia,ESPN+
11/24/2025,19:30,Texas A&M-Corpus Christi,Oklahoma State,ESPN+
11/24/2025,20:00,California,Grand Canyon,TBD
11/24/2025,20:00,Hoopfest Basketball Women's Challenge,Grand Canyon,TBD
11/24/2025,20:30,Virginia,Northwestern State,TBD
11/24/2025,20:30,Northwestern State,Virginia,TBD
11/24/2025,21:00,Central Michigan,Notre Dame,ACC Network
11/24/2025,21:00,Chapman University,Cal Poly,ESPN+
11/25/2025,11:00,Merrimack,Boston College,ACCNX
11/25/2025,11:00,Le Moyne,Bucknell,ESPN+
11/25/2025,11:00,New Haven,Fairfield,ESPN+
11/25/2025,12:00,Samford,Georgia State,ESPN+
11/25/2025,12:00,Norfolk State,Appalachian State,ESPN+
11/25/2025,TBD,FloHoops,Lehigh,TBD
11/25/2025,TBD,Evansville,SIU Edwardsville,ESPN+
11/25/2025,TBD,Roosevelt,Western Michigan,ESPN+
11/25/2025,13:00,Indiana,FGCU,TBD
11/25/2025,13:00,Indiana,Florida Gulf Coast,ESPN+
11/25/2025,14:00,Western Carolina,West Georgia,ESPN+
11/25/2025,TBD,FloHoops,3:00 pm,TBD
11/25/2025,15:00,Hoopfest Basketball Women's Challenge,Saint Mary's,TBD
11/25/2025,16:00,Wofford,UNC Asheville,ESPN+
11/25/2025,16:00,Montreat,South Carolina Upstate,ESPN+
11/25/2025,17:00,Georgia Southern,Charleston Southern,ESPN+
11/25/2025,17:30,Texas Tech,Old Dominion,TBD
11/25/2025,18:00,Villanova,La Salle,TBD
11/25/2025,18:00,Lafayette,Pitt,TBD
11/25/2025,18:00,Virginia,FloSports,TBD
11/25/2025,18:00,Kennesaw State,South Alabama,ESPN+
11/25/2025,18:00,Northeastern,UMass Lowell,ESPN+
11/25/2025,18:00,Fairleigh Dickinson,NJIT,ESPN+
11/25/2025,18:00,UMass,Holy Cross,ESPN+
11/25/2025,TBD,FloHoops,6:00 pm,TBD
11/25/2025,18:30,Villanova,La Salle,ESPN+
11/25/2025,18:30,Georgia Southwestern,Jacksonville,ESPN+
11/25/2025,18:30,Toledo,Youngstown State,ESPN+
11/25/2025,19:00,Louisiana Monroe,Clemson,ACC Network
11/25/2025,19:00,Colorado,Texas A&M,TBD
11/25/2025,19:00,UL Monroe,Clemson,ACC Network
11/25/2025,19:00,Fisk,Southern Indiana,ESPN+
11/25/2025,19:00,Rider,George Mason,ESPN+
11/25/2025,19:00,Florida A&M,Mercer,ESPN+
11/25/2025,19:00,New Hampshire,Brown,ESPN+
11/25/2025,19:30,North American,Sam Houston,ESPN+
11/25/2025,20:00,Louisiana,Memphis,TBD
11/25/2025,20:00,Northern Colorado,Arizona,TBD
11/25/2025,20:00,Louisiana,Memphis,ESPN+
11/25/2025,20:00,Tarleton,Texas State,ESPN+
11/25/2025,20:00,Northern Colorado,Arizona,ESPN+
11/25/2025,20:30,Utah Tech,Arizona State,ESPN+
11/25/2025,TBD,FloHoops,9:00 pm,TBD
11/26/2025,10:00,Puerto Rico Shootout,East Carolina,TBD
11/26/2025,11:00,Yale,American University,ESPN+
11/26/2025,TBD,Third-Place Game - Nassau, Bahamas,FloHoops,TBD
11/26/2025,12:00,Towson,Georgetown,ESPN+
11/26/2025,12:00,Loyola Chicago,DePaul,ESPN+
11/26/2025,12:00,Eastern Kentucky,Morehead State,ESPN+
11/26/2025,12:00,Bryant,Boston University,ESPN+
11/26/2025,12:00,Central Arkansas,Georgia State,ESPN+
11/26/2025,TBD,Rice,Illinois State,TBD
11/26/2025,TBD,West Virginia,Ohio State/Belmont,TBD
11/26/2025,12:30,Puerto Rico Shootout,Rice,TBD
11/26/2025,13:00,Robert Morris,Eastern Michigan,ESPN+
11/26/2025,13:00,Delaware,Loyola Maryland,ESPN+
11/26/2025,13:00,Princeton,Rhode Island,ESPN+
11/26/2025,13:00,Anderson,IUPUI,ESPN+
11/26/2025,TBD,Championship - Nassau, Bahamas,FloHoops,TBD
11/26/2025,14:00,Towson,Georgetown,ESPN+
11/26/2025,14:00,Houston Christian,New Orleans,ESPN+
11/26/2025,14:00,Virginia-Wise,Liberty,ESPN+
11/26/2025,14:30,North Texas,Saint Mary's,TBD
11/26/2025,14:30,Siena,Cornell,ESPN+
11/26/2025,15:00,Louisiana Tech,Baylor,ESPN+
11/26/2025,15:00,Southern Indiana,Valparaiso,ESPN+
11/26/2025,15:00,Hoopfest Basketball Women's Challenge,Nort Texas,TBD
11/26/2025,15:00,Puerto Rico Shootout,Wake Forest,TBD
11/26/2025,TBD,Third-Place Game - Nassau, Bahamas,FloHoops,TBD
11/26/2025,17:00,UTSA,Grand Canyon,TBD
11/26/2025,17:00,Michigan,Detroit Mercy,TBD
11/26/2025,17:00,Wake Forest,Morgan State,TBD
11/26/2025,17:00,Life Pacific,Cal State Northridge,ESPN+
11/26/2025,17:00,Michigan,Detroit Mercy,ESPN+
11/26/2025,17:30,Maryland,Kentucky,TBD
11/26/2025,17:30,Puerto Rico Shootout,Maryland,TBD
11/26/2025,18:00,St. Bonaventure,Cleveland State,ESPN+
11/26/2025,18:00,Hoopfest Basketball Women's Challenge,Grand Canyon,TBD
11/26/2025,TBD,Championship - Nassau, Bahamas,FloHoops,TBD
11/26/2025,19:30,California,Auburn,TBD
11/26/2025,19:30,Western Illinois,Iowa,B1G+
11/26/2025,21:00,Weber State,Utah,ESPN+
11/26/2025,21:00,Hoopfest Basketball Women's Challenge,Auburn,TBD
11/27/2025,10:00,Puerto Rico Shootout,Illinois State,TBD
11/27/2025,11:00,East Carolina,Illinois State,TBD
11/27/2025,11:00,North Carolina,South Dakota State,TBD
11/27/2025,11:00,Women's Cancun Challenge,North Carolina,TBD
11/27/2025,12:00,Air Force,Florida Atlantic,TBD
11/27/2025,12:00,Oregon,Old Dominion,TBD
11/27/2025,12:00,Air Force,Florida Atlantic,ESPN+
11/27/2025,12:00,Hoopfest Basketball Women's Challenge,Old Dominion,TBD
11/27/2025,TBD,Rice,Morgan State,TBD
11/27/2025,12:30,Puerto Rico Shootout,Wake Forest,TBD
11/27/2025,13:30,Tulane,Elon,TBD
11/27/2025,13:30,Kansas State,Columbia,TBD
11/27/2025,13:30,Women's Cancun Challenge,Columbia,TBD
11/27/2025,14:30,Wake Forest,FloSports,TBD
11/27/2025,15:00,Texas Tech,North Texas,TBD
11/27/2025,15:00,Hoopfest Basketball Women's Challenge,Texas Tech,TBD
11/27/2025,15:00,Puerto Rico Shootout,Hofstra,TBD
