Date,Time,Away Team,Home Team,Channel
12/17/2025,11:00 PM,Air Force,San Diego State,CBSSN
12/17/2025,11:30 PM,Arizona State,UCLA,FS1
12/17/2025,12:00 AM,Portland,Oregon,BTN
12/18/2025,11:00 AM,Clark Atlanta,Lincoln,ESPN+
12/18/2025,1:30 PM,Morehouse College,Fayetteville State,ESPN+
12/18/2025,6:00 PM,Jackson State,Hampton,ESPNU
12/18/2025,8:00 PM,Lafayette,Charlotte,ESPN+
12/18/2025,8:00 PM,Penn State Hazleton,Lehigh,ESPN+
12/18/2025,8:00 PM,Radford,William & Mary,FloHoops
12/18/2025,8:30 PM,Norfolk State,Grambling State,ESPNU
12/18/2025,9:00 PM,Winthrop,North Dakota,Midco Sports
12/18/2025,9:00 PM,Kansas City,Oklahoma State,ESPN+
12/18/2025,10:00 PM,UC Irvine,UTEP,ESPN+
12/19/2025,11:00 AM,Morehouse College,Lincoln,ESPN+
12/19/2025,1:30 PM,Clark Atlanta,Fayetteville State,ESPN+
12/19/2025,6:00 PM,Hampton,Grambling State,ESPNU
12/19/2025,6:00 PM,Coppin State,Navy,ESPN+
12/19/2025,7:30 PM,Seton Hall,Providence,FS1
12/19/2025,8:00 PM,Mount St. Mary's,Drexel,FloHoops
12/19/2025,8:30 PM,Jackson State,Norfolk State,ESPNU
12/19/2025,8:30 PM,Tulsa,Western Kentucky,ESPN+
12/19/2025,9:00 PM,Villanova,Wisconsin,FOX
12/19/2025,9:00 PM,Alcorn State,Baylor,ESPN+
12/19/2025,10:30 PM,Abilene Christian,BYU,TNT
12/19/2025,11:00 PM,Cal Poly,UCLA,BTN
12/19/2025,11:00 PM,North Alabama,Loyola Marymount,ESPN+
12/19/2025,11:00 PM,Florida Atlantic,Saint Mary's,ESPN+
12/19/2025,12:30 AM,Washington,Seattle,ESPN2
12/20/2025,1:00 PM,Michigan State,Oakland,BTN
12/20/2025,1:00 PM,South Dakota,Kansas State,ESPN+
12/20/2025,1:00 PM,Montana,Louisville,ACC Network
12/20/2025,1:30 PM,Kentucky,St. John's,CBS
12/20/2025,2:00 PM,Chicago State,Indiana,B1G+
12/20/2025,3:00 PM,Robert Morris,Saint Francis U,NEC Front Row
12/20/2025,3:00 PM,Lafayette,Georgia Tech,ACC Network
12/20/2025,3:00 PM,Elon,Virginia Tech,ACCNX
12/20/2025,3:00 PM,Memphis,Mississippi State,ESPN2
12/20/2025,3:00 PM,Colorado State,Utah State,CBSSN
12/20/2025,3:00 PM,Howard,UNC Wilmington,FloHoops
12/20/2025,4:00 PM,North Carolina,Ohio State,CBS
12/20/2025,5:00 PM,Butler,Northwestern,Peacock
12/20/2025,5:00 PM,Northeastern,Syracuse,ACC Network
12/20/2025,5:00 PM,Grand Canyon,Wyoming,MW Network
12/20/2025,6:00 PM,FGCU,UCF,ESPN+
12/20/2025,6:00 PM,LIU,FIU,ESPN+
12/20/2025,6:00 PM,Mercer,Washington State,ESPN+
12/20/2025,6:00 PM,Loyola Chicago,Santa Clara,ESPN+
12/20/2025,6:30 PM,Arkansas,Houston,CBS
12/20/2025,7:00 PM,Bucknell,Iowa,BTN
12/20/2025,7:00 PM,Maryland,Virginia,ESPN
12/20/2025,7:30 PM,Auburn,Purdue,Peacock
12/20/2025,8:00 PM,Fresno State,UNLV,MW Network
12/20/2025,8:30 PM,Portland State,Tulane,ESPN+
12/20/2025,9:00 PM,Colorado,Stanford,ESPNU
12/20/2025,9:00 PM,Texas Tech,Duke,ESPN
12/20/2025,9:00 PM,Xavier,Georgetown,FS1
12/20/2025,9:00 PM,Penn,Rutgers,BTN
12/20/2025,9:30 PM,Marquette,Creighton,Peacock
12/20/2025,11:00 PM,Rice University,Pepperdine,ESPN+
12/20/2025,11:00 PM,Boise State,Nevada,MW Network
12/20/2025,11:30 PM,Arizona,San Diego State,ESPN2

